"REF_DATE","GEO","DGUID","Area, production and farm value of potatoes","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1948","Nova Scotia","2016A000212","Production","Hundredweight","156","thousands","3","v47164","4.3","1940","","","","0"
"1948","Nova Scotia","2016A000212","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47175","4.4","1.97","","","t","2"
"1948","Nova Scotia","2016A000212","Total farm value, potatoes","Dollars","81","thousands","3","v47186","4.5","3816","","","t","0"
"1948","New Brunswick","2016A000213","Seeded area","Acres","28","units","0","v47143","5.1","60400","","","","0"
"1948","New Brunswick","2016A000213","Average yield","Hundredweight per harvested acres","159","units","0","v47154","5.2","153.0","","","","1"
"1948","New Brunswick","2016A000213","Production","Hundredweight","156","thousands","3","v47165","5.3","9241","","","","0"
"1948","New Brunswick","2016A000213","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47176","5.4","1.20","","","t","2"
"1948","New Brunswick","2016A000213","Total farm value, potatoes","Dollars","81","thousands","3","v47187","5.5","11089","","","t","0"
"1948","Quebec","2016A000224","Seeded area","Acres","28","units","0","v47144","6.1","115000","","","","0"
"1948","Quebec","2016A000224","Average yield","Hundredweight per harvested acres","159","units","0","v47155","6.2","96.7","","","","1"
"1948","Quebec","2016A000224","Production","Hundredweight","156","thousands","3","v47166","6.3","11123","","","","0"
"1948","Quebec","2016A000224","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47177","6.4","1.62","","","t","2"
"1948","Quebec","2016A000224","Total farm value, potatoes","Dollars","81","thousands","3","v47188","6.5","17982","","","t","0"
"1948","Ontario","2016A000235","Seeded area","Acres","28","units","0","v47145","7.1","87300","","","","0"
"1948","Ontario","2016A000235","Average yield","Hundredweight per harvested acres","159","units","0","v47156","7.2","106.0","","","","1"
"1948","Ontario","2016A000235","Production","Hundredweight","156","thousands","3","v47167","7.3","9256","","","","0"
"1948","Ontario","2016A000235","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47178","7.4","1.97","","","t","2"
"1948","Ontario","2016A000235","Total farm value, potatoes","Dollars","81","thousands","3","v47189","7.5","18203","","","t","0"
"1948","Manitoba","2016A000246","Seeded area","Acres","28","units","0","v47146","8.1","18700","","","","0"
"1948","Manitoba","2016A000246","Average yield","Hundredweight per harvested acres","159","units","0","v47157","8.2","82.0","","","","1"
"1948","Manitoba","2016A000246","Production","Hundredweight","156","thousands","3","v47168","8.3","1534","","","","0"
"1948","Manitoba","2016A000246","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47179","8.4","1.63","","","t","2"
"1948","Manitoba","2016A000246","Total farm value, potatoes","Dollars","81","thousands","3","v47190","8.5","2505","","","t","0"
"1948","Saskatchewan","2016A000247","Seeded area","Acres","28","units","0","v47147","9.1","21800","","","","0"
"1948","Saskatchewan","2016A000247","Average yield","Hundredweight per harvested acres","159","units","0","v47158","9.2","63.0","","","","1"
"1948","Saskatchewan","2016A000247","Production","Hundredweight","156","thousands","3","v47169","9.3","1373","","","","0"
"1948","Saskatchewan","2016A000247","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47180","9.4","2.07","","","t","2"
"1948","Saskatchewan","2016A000247","Total farm value, potatoes","Dollars","81","thousands","3","v47191","9.5","2838","","","t","0"
"1948","Alberta","2016A000248","Seeded area","Acres","28","units","0","v47148","10.1","21000","","","","0"
"1948","Alberta","2016A000248","Average yield","Hundredweight per harvested acres","159","units","0","v47159","10.2","89.0","","","","1"
"1948","Alberta","2016A000248","Production","Hundredweight","156","thousands","3","v47170","10.3","1868","","","","0"
"1948","Alberta","2016A000248","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47181","10.4","2.12","","","t","2"
"1948","Alberta","2016A000248","Total farm value, potatoes","Dollars","81","thousands","3","v47192","10.5","3955","","","t","0"
"1948","British Columbia","2016A000259","Seeded area","Acres","28","units","0","v47149","11.1","15600","","","","0"
"1948","British Columbia","2016A000259","Average yield","Hundredweight per harvested acres","159","units","0","v47160","11.2","127.9","","","","1"
"1948","British Columbia","2016A000259","Production","Hundredweight","156","thousands","3","v47171","11.3","1996","","","","0"
"1948","British Columbia","2016A000259","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47182","11.4","2.80","","","t","2"
"1948","British Columbia","2016A000259","Total farm value, potatoes","Dollars","81","thousands","3","v47193","11.5","5589","","","t","0"
"1949","Canada","2016A000011124","Seeded area","Acres","28","units","0","v47140","1.1","389400","","","","0"
"1949","Canada","2016A000011124","Average yield","Hundredweight per harvested acres","159","units","0","v47151","1.2","109.1","","","","1"
"1949","Canada","2016A000011124","Production","Hundredweight","156","thousands","3","v47162","1.3","42480","","","","0"
"1949","Canada","2016A000011124","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47173","1.4","1.51","","","t","2"
"1949","Canada","2016A000011124","Total farm value, potatoes","Dollars","81","thousands","3","v47184","1.5","64292","","","t","0"
"1949","Prince Edward Island","2016A000211","Seeded area","Acres","28","units","0","v47141","3.1","47200","","","","0"
"1949","Prince Edward Island","2016A000211","Average yield","Hundredweight per harvested acres","159","units","0","v47152","3.2","165.0","","","","1"
"1949","Prince Edward Island","2016A000211","Production","Hundredweight","156","thousands","3","v47163","3.3","7788","","","","0"
"1949","Prince Edward Island","2016A000211","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47174","3.4","1.02","","","t","2"
"1949","Prince Edward Island","2016A000211","Total farm value, potatoes","Dollars","81","thousands","3","v47185","3.5","7918","","","t","0"
"1949","Nova Scotia","2016A000212","Seeded area","Acres","28","units","0","v47142","4.1","13800","","","","0"
"1949","Nova Scotia","2016A000212","Average yield","Hundredweight per harvested acres","159","units","0","v47153","4.2","137.0","","","","1"
"1949","Nova Scotia","2016A000212","Production","Hundredweight","156","thousands","3","v47164","4.3","1891","","","","0"
"1949","Nova Scotia","2016A000212","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47175","4.4","1.53","","","t","2"
"1949","Nova Scotia","2016A000212","Total farm value, potatoes","Dollars","81","thousands","3","v47186","4.5","2899","","","t","0"
"1949","New Brunswick","2016A000213","Seeded area","Acres","28","units","0","v47143","5.1","55100","","","","0"
"1949","New Brunswick","2016A000213","Average yield","Hundredweight per harvested acres","159","units","0","v47154","5.2","184.0","","","","1"
"1949","New Brunswick","2016A000213","Production","Hundredweight","156","thousands","3","v47165","5.3","10139","","","","0"
"1949","New Brunswick","2016A000213","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47176","5.4","1.00","","","t","2"
"1949","New Brunswick","2016A000213","Total farm value, potatoes","Dollars","81","thousands","3","v47187","5.5","10139","","","t","0"
"1949","Quebec","2016A000224","Seeded area","Acres","28","units","0","v47144","6.1","115000","","","","0"
"1949","Quebec","2016A000224","Average yield","Hundredweight per harvested acres","159","units","0","v47155","6.2","80.0","","","","1"
"1949","Quebec","2016A000224","Production","Hundredweight","156","thousands","3","v47166","6.3","9198","","","","0"
"1949","Quebec","2016A000224","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47177","6.4","1.57","","","t","2"
"1949","Quebec","2016A000224","Total farm value, potatoes","Dollars","81","thousands","3","v47188","6.5","14410","","","t","0"
"1949","Ontario","2016A000235","Seeded area","Acres","28","units","0","v47145","7.1","84900","","","","0"
"1949","Ontario","2016A000235","Average yield","Hundredweight per harvested acres","159","units","0","v47156","7.2","96.0","","","","1"
"1949","Ontario","2016A000235","Production","Hundredweight","156","thousands","3","v47167","7.3","8150","","","","0"
"1949","Ontario","2016A000235","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47178","7.4","1.87","","","t","2"
"1949","Ontario","2016A000235","Total farm value, potatoes","Dollars","81","thousands","3","v47189","7.5","15214","","","t","0"
"1949","Manitoba","2016A000246","Seeded area","Acres","28","units","0","v47146","8.1","18400","","","","0"
"1949","Manitoba","2016A000246","Average yield","Hundredweight per harvested acres","159","units","0","v47157","8.2","68.0","","","","1"
"1949","Manitoba","2016A000246","Production","Hundredweight","156","thousands","3","v47168","8.3","1251","","","","0"
"1949","Manitoba","2016A000246","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47179","8.4","1.97","","","t","2"
"1949","Manitoba","2016A000246","Total farm value, potatoes","Dollars","81","thousands","3","v47190","8.5","2460","","","t","0"
"1949","Saskatchewan","2016A000247","Seeded area","Acres","28","units","0","v47147","9.1","19600","","","","0"
"1949","Saskatchewan","2016A000247","Average yield","Hundredweight per harvested acres","159","units","0","v47158","9.2","47.0","","","","1"
"1949","Saskatchewan","2016A000247","Production","Hundredweight","156","thousands","3","v47169","9.3","921","","","","0"
"1949","Saskatchewan","2016A000247","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47180","9.4","2.45","","","t","2"
"1949","Saskatchewan","2016A000247","Total farm value, potatoes","Dollars","81","thousands","3","v47191","9.5","2256","","","t","0"
"1949","Alberta","2016A000248","Seeded area","Acres","28","units","0","v47148","10.1","21800","","","","0"
"1949","Alberta","2016A000248","Average yield","Hundredweight per harvested acres","159","units","0","v47159","10.2","58.0","","","","1"
"1949","Alberta","2016A000248","Production","Hundredweight","156","thousands","3","v47170","10.3","1265","","","","0"
"1949","Alberta","2016A000248","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47181","10.4","2.88","","","t","2"
"1949","Alberta","2016A000248","Total farm value, potatoes","Dollars","81","thousands","3","v47192","10.5","3647","","","t","0"
"1949","British Columbia","2016A000259","Seeded area","Acres","28","units","0","v47149","11.1","13600","","","","0"
"1949","British Columbia","2016A000259","Average yield","Hundredweight per harvested acres","159","units","0","v47160","11.2","138.0","","","","1"
"1949","British Columbia","2016A000259","Production","Hundredweight","156","thousands","3","v47171","11.3","1877","","","","0"
"1949","British Columbia","2016A000259","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47182","11.4","2.85","","","t","2"
"1949","British Columbia","2016A000259","Total farm value, potatoes","Dollars","81","thousands","3","v47193","11.5","5349","","","t","0"
"1950","Canada","2016A000011124","Seeded area","Acres","28","units","0","v47140","1.1","369600","","","","0"
"1950","Canada","2016A000011124","Average yield","Hundredweight per harvested acres","159","units","0","v47151","1.2","118.6","","","","1"
"1950","Canada","2016A000011124","Production","Hundredweight","156","thousands","3","v47162","1.3","43825","","","","0"
"1950","Canada","2016A000011124","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47173","1.4","1.24","","","t","2"
"1950","Canada","2016A000011124","Total farm value, potatoes","Dollars","81","thousands","3","v47184","1.5","54329","","","t","0"
"1950","Prince Edward Island","2016A000211","Seeded area","Acres","28","units","0","v47141","3.1","41900","","","","0"
"1950","Prince Edward Island","2016A000211","Average yield","Hundredweight per harvested acres","159","units","0","v47152","3.2","153.0","","","","1"
"1950","Prince Edward Island","2016A000211","Production","Hundredweight","156","thousands","3","v47163","3.3","6410","","","","0"
"1950","Prince Edward Island","2016A000211","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47174","3.4","0.67","","","t","2"
"1950","Prince Edward Island","2016A000211","Total farm value, potatoes","Dollars","81","thousands","3","v47185","3.5","4274","","","t","0"
"1950","Nova Scotia","2016A000212","Seeded area","Acres","28","units","0","v47142","4.1","13400","","","","0"
